Id,Species,Owner,Country.of.Origin,Farm.Name,Lot.Number,Mill,ICO.Number,Company,Altitude,Region,Producer,Number.of.Bags,Bag.Weight,In.Country.Partner,Harvest.Year,Grading.Date,Owner.1,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,Expiration,Certification.Body,Certification.Address,Certification.Contact,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters
1946,Arabica,"lin, che-hao krude 林哲豪",Taiwan,林園咖啡 lin yuan coffee,2017南投咖啡評鑑 NANTOU COFFEE EVALUATION EVENT 2017,林園咖啡 lin yuan coffee,Taiwan,taiwan coffee laboratory,1050,國姓鄉 guoshing township,林文弘 Lin Wen Hong,6,5 kg,Specialty Coffee Association,2016,"August 22nd, 2017","Lin, Che-Hao Krude 林哲豪",Typica,Pulped natural / honey,7.67,7.42,7.5,7.42,7.58,7.5,10,10,10,7.5,82.58,0.11,0,5,Green,0,"August 22nd, 2018",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1050,1050,1050
1947,Arabica,gabriel barbara,Brazil,,GO-669-16,copag armazéns gerais ltda.,,volcafe ltda.,,south of minas,,198,59 kg,Brazil Specialty Coffee Association,2016,"April 19th, 2017",Gabriel Barbara,,Pulped natural / honey,7.5,7.58,7.42,7.5,7.75,7.33,10,10,10,7.5,82.58,0.11,0,0,Green,7,"April 19th, 2018",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,NA,NA,NA
1948,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,台中市新社區崑山里,1,台中市新社區崑山里,,宸嶧國際,200 m,changhua baguashan 彰化市八卦山,陳勝樂0912326001,1,10 kg,Blossom Valley International,2016 / 2017,"February 13th, 2017",CQI Taiwan ICP CQI台灣合作夥伴,,,7.25,7.25,7,7.08,7,7,10,10,10,10,82.58,0.11,0,0,Blue-Green,0,"February 13th, 2018",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,200,200,200
1949,Arabica,bourbon specialty coffees,Brazil,,43102245/P4615,dinamo armazens gerais ltda,002/4542/0190,bourbon specialty coffees,,campos altos - cerrado,,300,60 kg,Brazil Specialty Coffee Association,2016,"December 28th, 2015",BOURBON SPECIALTY COFFEES,,,7.42,7.42,7.5,7.33,7.25,7.67,10,10,10,8,82.58,0,1,9,Green,2,"December 27th, 2016",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,NA,NA,NA
1950,Arabica,andry simarmata,Indonesia,small holders farmer,,sarimakmur,015/0826/0516,pt. sari makmur tunggal mandiri,1200-1300m dpl,aceh,SMALL HOLDERS FARMER,150,2 kg,Torch Coffee Lab Yunnan,2015,"September 15th, 2015",Andry Simarmata,Typica,Semi-washed / Semi-pulped,7.83,7.58,7.42,7.33,7.42,7.5,10,10,10,7.5,82.58,0.13,0,0,Blue-Green,6,"September 14th, 2016",Torch Coffee Lab Yunnan,280c299bf8f7e7bd526e0fc5e1d209b361120d7f,2ce3fe88323f4b924d3a0a84f6d5ae006a091256,m,1200,1300,1250
1951,Arabica,doi tung development project,Thailand,,,,-,doi tung development project,800++,thailand,Doi Tung Development Project,1,1 kg,Specialty Coffee Association,2014,"June 9th, 2015",Doi Tung Development Project,,Washed / Wet,7.75,7.33,7.42,7.67,7.42,7.5,10,10,10,7.5,82.58,0.12,0,0,Green,0,"June 8th, 2016",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,800,800,800
1952,Arabica,松澤宏樹 koju matsuzawa,Thailand,,,,Thailand,"coffeas co., ltd",1400-1500 m,chiangrai,"Coffeas Co., Ltd.",50,20 kg,Specialty Coffee Institute of Asia,2014,"February 15th, 2015",松澤宏樹 Koju Matsuzawa,Caturra,Washed / Wet,7.42,7.58,7.58,7.42,7.58,7.5,10,10,10,7.5,82.58,0.12,0,0,Blue-Green,1,"February 15th, 2016",Specialty Coffee Institute of Asia,726e4891cf2c9a4848768bd34b668124d12c4224,b70da261fcc84831e3e9620c30a8701540abc200,m,1400,1500,1450
1953,Arabica,tembo coffee company ltd,"Tanzania, United Republic Of",lubanda amcos,,tembo coffee company ltd,C37,tembo coffee company ltd,1317,ikand village,Tembo Coffee Company Ltd,10,60 kg,Africa Fine Coffee Association,2014,"December 12th, 2014",Tembo Coffee Company Ltd,Other,Washed / Wet,7.75,7.42,7.33,7.5,7.58,7.5,10,10,10,7.5,82.58,0.12,0,0,,1,"December 12th, 2015",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1317,1317,1317
1954,Arabica,kawacom uganda ltd,Uganda,mt.elgon sipi falls cheema,,kawacom,0,kawacom uganda ltd,1400-1900,eastern,Sipi organic coffee project,1,60 kg,Uganda Coffee Development Authority,2013,"June 30th, 2014",Kawacom Uganda LTD,SL14,Natural / Dry,7.83,7.5,7.42,7.58,7.42,7.42,10,10,10,7.42,82.58,0.12,0,0,Green,0,"June 30th, 2015",Uganda Coffee Development Authority,188fe373b511e21f614564bf86aa4774270d8e04,b7614767a5343729bbde3a2777c60ce836aed928,m,1400,1900,1650
1955,Arabica,eric thormaehlen,Costa Rica,various,,coricafe sa,5-0048-0125,coricafe s.a.,1200-1400,central valley,VARIOS,250,1 kg,Specialty Coffee Association of Costa Rica,2013,"May 9th, 2014",Eric Thormaehlen,Catuai,Washed / Wet,7.67,7.42,7.5,7.67,7,7.75,10,10,10,7.58,82.58,0.11,0,0,Green,3,"May 9th, 2015",Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,1200,1400,1300
1956,Arabica,dane loraas,Mexico,,,,016-2022-0008,sustainable harvest,,veracruz,Huatusco,320,5 lbs,Specialty Coffee Association,2014,"April 18th, 2014",Dane Loraas,,Washed / Wet,7.58,7.58,7.42,7.75,7.67,7.67,9.33,10,10,7.58,82.58,0,0,0,Green,11,"April 18th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,NA,NA,NA
1957,Arabica,brent hall,Guatemala,,,,2,s&d coffee and tea,,,,1,2 kg,Specialty Coffee Association,2012,"December 10th, 2013",Brent Hall,,Natural / Dry,7.5,7.58,7.42,7.58,7.42,7.58,10,10,10,7.5,82.58,0,0,0,Blue-Green,4,"December 10th, 2014",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,NA,NA,NA
1958,Arabica,exportadora de cafe condor s.a,Colombia,various,,trilladora boananza,3-68-0160,exportadora de cafe condor s.a,1750 msnm,huila,varios,250,70 kg,Almacafé,2013,"April 16th, 2013",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.75,7.25,7.33,7.42,7.5,7.83,10,10,10,7.5,82.58,0.11,0,0,Blue-Green,3,"April 16th, 2014",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1750,1750,1750
1959,Arabica,exportadora de cafe condor s.a,Colombia,various,,trilladora boananza,3-68-0004,exportadora de cafe condor s.a,1750 msnm,huila,varios,250,70 kg,Almacafé,2012,"October 9th, 2012",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.75,7.5,7.75,7.25,7.33,7.58,10,10,10,7.42,82.58,0.11,0,0,,3,"October 9th, 2013",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1750,1750,1750
1960,Arabica,exportadora de cafe condor s.a,Colombia,,,trilladora boananza,3-68-0140,exportadora de cafe condor s.a,1750 msnm,huila,,250,70 kg,Almacafé,2013,"February 27th, 2013",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.58,7.5,7.42,7.58,7.67,7.42,10,10,10,7.42,82.58,0.11,0,0,Green,0,"February 27th, 2014",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1750,1750,1750
1961,Arabica,guillermo rojas saldana,Mexico,jamaica,,cuauhtemoc 321 col. trinidad de las huertas,1405818311,,1250,oaxaca,GUILLERMO ROJAS SALDAÑA,50,1 kg,AMECAFE,2012,"September 4th, 2012",GUILLERMO ROJAS SALDANA,Typica,Washed / Wet,7.5,7.58,7.5,7.5,7.42,7.5,10,10,10,7.58,82.58,0.1,0,0,Green,6,"September 4th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1250,1250,1250
1962,Arabica,organizaciones de productores de cafe colimense,Mexico,la timbuchera; el ocotito y la hortaliza,,beneficio cafetaleros del arrayanal,703815218; 703815215; 703815197,organizaciones de productores de cafe colimense sa de cv,1150,colima,FEDERICO ENCISO MICHEL; LEODAN ENCISO FIGUEROA; JAIME LOPEZ LOPEZ,70,1 kg,AMECAFE,2012,"July 2nd, 2012",ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE,Typica,Washed / Wet,7.67,7.58,7.58,7.75,7.67,6.83,10,10,10,7.5,82.58,0.12,0,0,Green,0,"July 2nd, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1150,1150,1150
1963,Arabica,racafe & cia s.c.a,Colombia,,,,3-37-1435,c.i.racafe & cia s.c.a,de 1.600 a 1.950 msnm,huila,LA PLATA,275,70 kg,Almacafé,2012,"June 13th, 2012",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.33,7.42,7.58,7.42,7.67,7.5,10,10,10,7.67,82.58,0.11,2,0,Green,2,"June 13th, 2013",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600,1950,1775
1964,Arabica,nucoffee,Brazil,fazenda chamusca,,,002/1251/0359,,900-1050m,south of minas,Mario Garcia Reis Neto,42,60 kg,NUCOFFEE,2011,"October 28th, 2011",NUCOFFEE,Mundo Novo,,7.58,7.5,7.33,7.75,7.5,7.5,10,10,10,7.42,82.58,0,0,0,,4,"October 27th, 2012",NUCOFFEE,567f200bcc17a90070cb952647bf88141ad9c80c,aa2ff513ffb9c844462a1fb07c599bce7f3bb53d,m,900,1050,975
1965,Arabica,ipanema coffees,Brazil,fazenda capoeirnha,020/17,dry mill,002/1660/0080,ipanema coffees,890,south of minas,Ipanema Agricola S.A,320,60 kg,Brazil Specialty Coffee Association,2017 / 2018,"October 20th, 2017",Ipanema Coffees,Bourbon,Natural / Dry,7.5,7.5,7.5,7.5,7.58,7.5,10,10,10,7.42,82.5,0.11,0,0,Green,4,"October 20th, 2018",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,890,890,890
1966,Arabica,sanjava coffee,Indonesia,various,2,dry hull,,pt. shriya artha nusantara,1250,bali,vary,2,1 kg,Specialty Coffee Association of Indonesia,2017,"September 4th, 2017",SanJava Coffee,Other,Washed / Wet,7.83,7.75,7.25,7.5,7.42,7.33,10,10,10,7.42,82.5,0.11,0,0,Green,5,"September 4th, 2018",Specialty Coffee Association of Indonesia,99fa73db21b7acd9c9ceb9dd84e409d2077d55c4,36910838db193ebdd61fa1427bac74622114c49a,m,1250,1250,1250
1967,Arabica,elsy reyes,Honduras,las cuchillas,165,cigrah s.a de c.v.,13-111-097,cigrah,1400,comayagua,Nahun Maldonado,275,69 kg,Instituto Hondureño del Café,2017,"June 3rd, 2017",Elsy Reyes,Caturra,Washed / Wet,7.58,7.58,7.33,7.5,7.5,7.5,10,10,10,7.5,82.5,0.1,0,0,Green,4,"June 3rd, 2018",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1400,1400,1400
1968,Arabica,juan luis alvarado romero,Guatemala,la esperanza,11/23/0146,beneficio ixchel,11/23/0146,"unex guatemala, s.a.",4000,oriente,MARGARITA AVILA DE NUYENS,50,69 kg,Asociacion Nacional Del Café,2016,"March 16th, 2016",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.5,7.5,7.33,7.5,7.67,7.5,10,10,10,7.5,82.5,0.1,0,2,Green,2,"March 16th, 2017",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1219.2,1219.2,1219.2
1969,Arabica,doi tung development project,Thailand,,,,-,doi tung development project,800++,thailand,Doi Tung Development Project,1,1 kg,Specialty Coffee Association,2014,"June 9th, 2015",Doi Tung Development Project,,Washed / Wet,7.5,7.83,7.5,7.75,7.33,7.42,9.33,10,10,7.83,82.5,0.12,0,0,Green,0,"June 8th, 2016",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,800,800,800
1970,Arabica,松澤宏樹 koju matsuzawa,Thailand,,,,Thailand,"coffeas co., ltd",1400-1500 m,chiangrai,"Coffeas Co., Ltd.",50,20 kg,Specialty Coffee Institute of Asia,2014,"February 15th, 2015",松澤宏樹 Koju Matsuzawa,Caturra,Washed / Wet,7.33,7.5,7.5,7.5,7.67,7.5,10,10,10,7.5,82.5,0.11,0,0,,0,"February 15th, 2016",Specialty Coffee Institute of Asia,726e4891cf2c9a4848768bd34b668124d12c4224,b70da261fcc84831e3e9620c30a8701540abc200,m,1400,1500,1450
1971,Arabica,shah plantations,"Tanzania, United Republic Of",shah plantation,,shah plantation,C26,shah plantations,1600,karatu arusha,Shah Plantations,37,60 kg,Africa Fine Coffee Association,2014,"December 18th, 2014",Shah Plantations,Other,Washed / Wet,7.67,7.42,7.33,7.58,7.5,7.5,10,10,10,7.5,82.5,0.12,0,0,Green,1,"December 18th, 2015",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1600,1600,1600
1972,Arabica,amkeni gourmet coffee group,"Tanzania, United Republic Of",amkeni,,amkeni gourmet coffee group,C35,amkeni gourmet coffee group,,moshi,Amkeni Gourmet Coffee Group,5,60 kg,Africa Fine Coffee Association,2014,"December 12th, 2014",Amkeni Gourmet Coffee Group,Other,Washed / Wet,7.75,7,7.42,7.58,7.58,7.58,10,10,10,7.58,82.5,0.12,0,0,Bluish-Green,3,"December 12th, 2015",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,NA,NA,NA
1973,Arabica,lusso lab,Mexico,finca san el retiro,,,NONE,lusso coffee lab,1500-1700m,chiapas,Santiago & Rosaura Arguello Campos,2,2 kg,Specialty Coffee Association,2013,"April 14th, 2014",LUSSO LAB,Other,Washed / Wet,7.42,7.58,7.5,7.67,7.25,7.5,10,10,10,7.58,82.5,0,0,0,Green,1,"April 14th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1500,1700,1600
1974,Arabica,ipanema coffees,Brazil,fazenda rio verde,,ipanema coffees,002 - 4177 - 0039,ipanema coffees,1260,south of minas,Ipanema Coffees,69,60 kg,Specialty Coffee Association,2013/2014,"January 14th, 2014",Ipanema Coffees,Yellow Bourbon,Semi-washed / Semi-pulped,7.42,7.5,7.67,7.33,7.42,7.67,10,10,10,7.5,82.5,0.11,0,0,Bluish-Green,0,"January 14th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1260,1260,1260
1975,Arabica,juan luis alvarado romero,Guatemala,la union monte verde,,beneficio ixchel,11/23/0633,"unex guatemala, s.a.",4300,oriente,"AGRICOLA MONTE VERDE, S.A.",250,69 kg,Asociacion Nacional Del Café,2013,"May 30th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.83,7.42,7.33,7.67,7.42,7.5,10,10,10,7.33,82.5,0.12,0,0,Green,4,"May 30th, 2014",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1310.64,1310.64,1310.64
1976,Arabica,exportadora de cafe condor s.a,Colombia,,,trilladora boananza,3-68-0162,exportadora de cafe condor s.a,1750 msnm,huila,,250,70 kg,Almacafé,2013,"May 7th, 2013",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.5,7.5,7.42,7.42,7.58,7.58,10,10,10,7.5,82.5,0.11,0,0,Green,1,"May 7th, 2014",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1750,1750,1750
1977,Arabica,juan luis alvarado romero,Guatemala,la esperanza y anexos,,beneficio ixchel,11/426/2,"unex guatemala, s.a.",4300,oriente,MARGARITA DE NUYENS,250,69 kg,Asociacion Nacional Del Café,2013,"February 26th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.83,7.67,7.17,7.33,7.5,7.67,10,10,10,7.33,82.5,0.11,0,0,Green,0,"February 26th, 2014",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1310.64,1310.64,1310.64
1978,Arabica,saul m. hernandez ramirez,Mexico,la pagua,,el mavodo,1702773555,,1679,san bartolo tutotepec,"VELASCO SAN AGUSTIN, NAZARIO",10,1 kg,AMECAFE,2012,"September 27th, 2012",SAUL M. HERNANDEZ RAMIREZ,Typica,Washed / Wet,7.5,7.58,7.5,7.5,7.42,7.42,10,10,10,7.58,82.5,0.13,0,0,None,10,"September 27th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1679,1679,1679
1979,Arabica,enrique mitre lopez,Mexico,caltuchoco,,"zapotitlan de mendez, puebla",1206966823,cafe de la sierra norte de puebla,1100,zapotitlan de mendez,ENRIQUE MITRE LOPEZ,10,1 kg,AMECAFE,2012,"July 26th, 2012",ENRIQUE MITRE LOPEZ,Typica,Washed / Wet,7.67,7.5,7.33,7.67,7.5,7.33,10,10,10,7.5,82.5,0.12,0,0,Green,5,"July 26th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1100,1100,1100
1980,Arabica,enrique eduardo lopez aguilar,Mexico,santa cruz - pante don manuel,,,PCO-031106-CF7,finca santa cruz,1650,la concordia,SUSANA LETICIA LOPEZ AGUILAR,28,1 kg,AMECAFE,2012,"June 7th, 2012",Enrique Eduardo Lopez Aguilar,Typica,Semi-washed / Semi-pulped,7.92,7.5,7.33,7.58,7.25,7.42,10,10,10,7.5,82.5,0.11,0,0,,2,"June 7th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1650,1650,1650
1981,Arabica,juan luis alvarado romero,Guatemala,various,,,11/08/88-11/08/67,"waelti schoenfeld exportadores de cafe, s.a.",,oriente,VARIOUS,275,1 kg,Asociacion Nacional Del Café,2012,"March 26th, 2012",Juan Luis Alvarado Romero,Caturra,Natural / Dry,7.67,7.33,7.33,7.33,7.5,7.83,10,10,10,7.5,82.5,0.11,0,0,Green,5,"March 26th, 2013",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,NA,NA,NA
1982,Arabica,jacques pereira carneiro,Brazil,fazenda do sertao,,cocarive,002/1352/0099,exportadora de cafés carmo de minas ltda,1.250 m,carmo de minas,Nazareth Dias Pereira,300,60 kg,NUCOFFEE,2012,"March 16th, 2012",Jacques Pereira Carneiro,Bourbon,Semi-washed / Semi-pulped,7.67,7.42,7.33,7.67,7.5,7.5,10,10,10,7.42,82.5,0,0,0,Blue-Green,4,"March 16th, 2013",NUCOFFEE,567f200bcc17a90070cb952647bf88141ad9c80c,aa2ff513ffb9c844462a1fb07c599bce7f3bb53d,m,1250,1250,1250
1983,Arabica,racafe & cia s.c.a,Colombia,,,,3-37-0582,c.i.racafe & cia s.c.a,de 1.600 a 1.950 msnm,huila,LA PLATA,275,70 kg,Almacafé,2012,"March 5th, 2012",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.67,7.5,7.33,7.5,7.25,7.67,10,10,10,7.58,82.5,0.11,1,0,Green,3,"March 5th, 2013",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600,1950,1775
1984,Arabica,kona pacific farmers cooperative,United States (Hawaii),,,,2135402,cqi,,kona,,7,100 lbs,Specialty Coffee Association,2012,"February 23rd, 2012",Kona Pacific Farmers Cooperative,Hawaiian Kona,Washed / Wet,7.33,7.42,7.33,7.75,7.42,7.67,10,10,10,7.58,82.5,0.12,2,0,Green,3,"February 22nd, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,NA,NA,NA
1985,Arabica,adam kline,Guatemala,,,,11/0052/0538,,1600,huehuetenango,,245,1,Specialty Coffee Association,,"July 23rd, 2010",Adam Kline,,,7.75,7.58,7.67,7.67,7.58,7.58,9.33,10,10,7.33,82.5,0.01,1,0,,14,"July 23rd, 2011",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1600,1600,1600
1986,Arabica,brian beck,Honduras,carrillo cooperativa,Zona: los imposibles,cohorsil,,carrillo cooperativa,1500,"comayagua, honduras",Danilo Carrillo,1,2 kg,Specialty Coffee Association,2017,"September 27th, 2017",Brian Beck,Other,Washed / Wet,7.42,7.67,7.17,7.58,7.58,7.5,10,10,10,7.5,82.42,0.12,0,1,Green,6,"September 27th, 2018",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1500,1500,1500
1987,Arabica,juan luis alvarado romero,Guatemala,piamonte,11/23/0639,beneficio ixchel,11/23/0639,"unex guatemala, s.a.",1700,san marcos,JORGE LEAL,50,69 kg,Asociacion Nacional Del Café,2017,"September 8th, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.58,7.5,7.33,7.75,7.33,7.5,10,10,10,7.42,82.42,0.1,0,1,Green,2,"September 8th, 2018",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,1700,1700,1700
1988,Arabica,juan luis alvarado romero,Guatemala,las merceditas,11/23/0366,beneficio ixchel,11/23/0366,"unex guatemala, s.a.",1700,san marcos,ANGEL DE LEON,50,69 kg,Asociacion Nacional Del Café,2016,"June 1st, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.67,7.58,7.25,7.67,7.42,7.33,10,10,10,7.5,82.42,0.12,0,0,Green,0,"June 1st, 2018",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,1700,1700,1700
1989,Arabica,juan luis alvarado romero,Guatemala,la esmeralda,11/23/0400,beneficio ixchel,11/23/0400,"unex guatemala, s.a.",518,el progreso,JESUS RAMIREZ,20,69 kg,Asociacion Nacional Del Café,2017,"June 1st, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.58,7.5,7.25,7.67,7.5,7.5,10,10,10,7.42,82.42,0.12,0,0,Green,0,"June 1st, 2018",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,157.8864,157.8864,157.8864
1990,Arabica,juan luis alvarado romero,Guatemala,providencia,11/43367/12,beneficio 2000,11/43367/12,asociación nacional del café - anacafe -,,santa rosa,"PLANTACIONES AGROPECUARIAS, S.A.",275,69 kg,Asociacion Nacional Del Café,2017,"January 20th, 2017",Juan Luis Alvarado Romero,Caturra,Washed / Wet,7.5,7.42,7.08,7.75,7.67,7.5,10,10,10,7.5,82.42,0.11,0,2,Green,3,"January 20th, 2018",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,NA,NA,NA
1991,Arabica,racafe & cia s.c.a,Colombia,,3-37-4434,bachue,3-37-4434,racafe & cia s.c.a,1600,guayata,,43,70 kg,Almacafé,2016,"August 5th, 2016",Racafe & Cia S.C.A,Caturra,Washed / Wet,5.08,7.75,7.83,7.75,7.83,8.08,10,10,10,8.08,82.42,0.11,0,0,Green,1,"August 5th, 2017",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600,1600,1600
1992,Arabica,yunnan coffee exchange,China,menglian gao sanlin coffee factory,YNC-16047,menglian gao sanlin coffee factory,,yunnan coffee exchange,1600,yunnan,Menglian Gao Sanlin Coffee Factory,3,60 kg,Yunnan Coffee Exchange,2015,"April 6th, 2016",Yunnan Coffee Exchange,Catimor,Washed / Wet,7.67,7.42,7.42,7.5,7.42,7.42,10,10,10,7.58,82.42,0.1,0,0,Green,0,"April 6th, 2017",Yunnan Coffee Exchange,683fa6014608fc10ff681b0435b0b2dbe6df988f,f6d87a6c04653c569d4911a66f89d5e30ce83b93,m,1600,1600,1600
1993,Arabica,bourbon specialty coffees,Brazil,,43102245 - P4615,dinamo armazens gerais ltda,002/4542/0190,bourbon specialty coffees,,campos altos - cerrado,,300,60 kg,Brazil Specialty Coffee Association,2016,"January 12th, 2016",BOURBON SPECIALTY COFFEES,,,7.42,7.5,7.33,7.5,7.25,7.42,10,10,10,8,82.42,0.11,0,1,Green,0,"January 11th, 2017",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,NA,NA,NA
1994,Arabica,gladness obed pallangyo,"Tanzania, United Republic Of",nguruma,,,GOP,tawoca,2285,arusha meru,GLADNESS OBED PALLANGYO,10,60 kg,Africa Fine Coffee Association,2015/2016,"November 16th, 2015",Gladness Obed Pallangyo,Ruiru 11,Washed / Wet,7.67,7.25,7.42,7.42,7.67,7.42,10,10,10,7.58,82.42,0.13,0,0,Green,7,"November 15th, 2016",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,2285,2285,2285
