,id,Region,Altitude,Productor,Price,Points,Quality,Precio_final,Calidad,Quality_map,Region_map,Productor_map
2454,2455,Orellana,1500,Inmobiliaria Calderon & Asociados S.L.N.E,8.08,79.83,Comercial,9.636940241457552,0.5,0.5,4,8
2455,2456,Imbabura,1400,Hermanos Miranda S.C.P,9.81,79.75,Comercial,11.469191669919907,0.5,0.5,6,5
2456,2457,El Oro,1600,Familia Soto S.A.,7.85,79.75,Comercial,8.805718298781873,0.5,0.5,0,3
2457,2458,Orellana,1400,Teófilo Villanueva Riquelme S.L.,6.56,79.75,Comercial,7.569888439918035,0.5,0.5,4,9
2458,2459,Manabí,1500,Fabián Santamaria Carlos S.L.L.,9.0,79.75,Comercial,10.71263339486012,0.5,0.5,3,7
2459,2460,Loja,1200,Hermanos Miranda S.C.P,9.85,79.75,Comercial,10.459850022964387,0.5,0.5,2,5
2460,2461,Manabí,1400,Chelo Palomar Mancebo S.A.,9.26,79.75,Comercial,10.133493124176372,0.5,0.5,3,1
2461,2462,Zamora Chinchipe,1600,Chelo Palomar Mancebo S.A.,7.25,79.75,Comercial,9.116918597395243,0.5,0.5,5,1
2462,2463,Zamora Chinchipe,1500,Comercializadora Múgica & Asociados S.Com.,5.12,79.75,Comercial,6.375132947805397,0.5,0.5,5,4
2463,2464,Loja,1700,Goicoechea y Tapia S.L.,6.56,79.75,Comercial,8.433293291468207,0.5,0.5,2,0
2464,2465,Orellana,1500,Hermanos Miranda S.C.P,7.52,79.75,Comercial,9.143444421470486,0.5,0.5,4,5
2465,2466,Sucumbios,1700,Fabián Santamaria Carlos S.L.L.,8.31,79.75,Comercial,9.279933612105006,0.5,0.5,1,7
2466,2467,El Oro,1300,Inmobiliaria Calderon & Asociados S.L.N.E,5.14,79.75,Comercial,6.553957300507782,0.5,0.5,0,8
2467,2468,Imbabura,1300,Fabián Santamaria Carlos S.L.L.,9.35,79.75,Comercial,10.128453107038272,0.5,0.5,6,7
2468,2469,Zamora Chinchipe,1400,Inmobiliaria Calderon & Asociados S.L.N.E,6.34,79.67,Comercial,7.48071759544746,0.5,0.5,5,8
2469,2470,Manabí,1700,Hermanos Miranda S.C.P,8.97,79.67,Comercial,9.9495107532071,0.5,0.5,3,5
2470,2471,El Oro,1200,Goicoechea y Tapia S.L.,7.13,79.67,Comercial,7.867237065412728,0.5,0.5,0,0
2471,2472,Orellana,1300,Baquero & Asociados S.Coop.,9.21,79.67,Comercial,10.248437284535289,0.5,0.5,4,2
2472,2473,Loja,1300,Fabián Santamaria Carlos S.L.L.,8.33,79.67,Comercial,9.791221850186957,0.5,0.5,2,7
2473,2474,Orellana,1700,Inmobiliaria Calderon & Asociados S.L.N.E,7.58,79.67,Comercial,9.063292364253194,0.5,0.5,4,8
2474,2475,El Oro,1500,Familia Serra S.L.,6.78,79.67,Comercial,7.823928385678301,0.5,0.5,0,6
2475,2476,Loja,1300,Teófilo Villanueva Riquelme S.L.,9.96,79.67,Comercial,10.648597993986169,0.5,0.5,2,9
2476,2477,Loja,1500,Chelo Palomar Mancebo S.A.,5.74,79.58,Comercial,7.164025767568195,0.5,0.5,2,1
2477,2478,Loja,1500,Comercializadora Múgica & Asociados S.Com.,9.37,79.58,Comercial,10.983054299956862,0.5,0.5,2,4
2478,2479,Manabí,1200,Baquero & Asociados S.Coop.,9.19,79.58,Comercial,10.418393593089334,0.5,0.5,3,2
2479,2480,Loja,1500,Goicoechea y Tapia S.L.,6.01,79.58,Comercial,7.650226512345323,0.5,0.5,2,0
2480,2481,Imbabura,1200,Familia Serra S.L.,7.52,79.5,Comercial,8.77778950523845,0.5,0.5,6,6
2481,2482,Orellana,1200,Inmobiliaria Calderon & Asociados S.L.N.E,7.94,79.5,Comercial,9.267454972416557,0.5,0.5,4,8
2482,2483,Manabí,1200,Fabián Santamaria Carlos S.L.L.,8.91,79.5,Comercial,9.842014283793539,0.5,0.5,3,7
2483,2484,Loja,1200,Hermanos Miranda S.C.P,6.87,79.5,Comercial,8.128614061147628,0.5,0.5,2,5
2484,2485,Imbabura,1400,Goicoechea y Tapia S.L.,8.52,79.5,Comercial,9.275966395331434,0.5,0.5,6,0
2485,2486,El Oro,1500,Goicoechea y Tapia S.L.,7.07,79.42,Comercial,8.134540330727619,0.5,0.5,0,0
2486,2487,El Oro,1500,Familia Serra S.L.,7.38,79.42,Comercial,8.762681532929376,0.5,0.5,0,6
2487,2488,El Oro,1300,Teófilo Villanueva Riquelme S.L.,9.56,79.42,Comercial,10.249789479411941,0.5,0.5,0,9
2488,2489,El Oro,1300,Fabián Santamaria Carlos S.L.L.,6.18,79.33,Comercial,7.4295361898036765,0.5,0.5,0,7
2489,2490,Zamora Chinchipe,1600,Inmobiliaria Calderon & Asociados S.L.N.E,7.12,79.33,Comercial,8.966068740173354,0.5,0.5,5,8
2490,2491,Zamora Chinchipe,1600,Comercializadora Múgica & Asociados S.Com.,9.92,79.33,Comercial,11.330890189766665,0.5,0.5,5,4
2491,2492,Orellana,1500,Goicoechea y Tapia S.L.,8.06,79.33,Comercial,9.082245621771301,0.5,0.5,4,0
2492,2493,Sucumbios,1400,Familia Serra S.L.,6.83,79.33,Comercial,8.174952940705559,0.5,0.5,1,6
2493,2494,Imbabura,1700,Inmobiliaria Calderon & Asociados S.L.N.E,5.11,79.25,Comercial,6.730253464808548,0.5,0.5,6,8
2494,2495,Loja,1300,Familia Serra S.L.,7.95,79.25,Comercial,9.159268468449364,0.5,0.5,2,6
2495,2496,Manabí,1200,Goicoechea y Tapia S.L.,8.97,79.17,Comercial,9.604148895653779,0.5,0.5,3,0
2496,2497,Loja,1700,Familia Serra S.L.,9.32,79.17,Comercial,10.257320096374334,0.5,0.5,2,6
2497,2498,Manabí,1300,Goicoechea y Tapia S.L.,5.08,79.17,Comercial,6.636398299969254,0.5,0.5,3,0
2498,2499,Manabí,1400,Hermanos Miranda S.C.P,8.5,79.17,Comercial,9.715852987295241,0.5,0.5,3,5
2499,2500,Manabí,1300,Hermanos Miranda S.C.P,7.69,79.17,Comercial,8.442972602867675,0.5,0.5,3,5
2500,2501,Manabí,1400,Goicoechea y Tapia S.L.,9.38,79.17,Comercial,10.388910548273378,0.5,0.5,3,0
2501,2502,Orellana,1200,Familia Serra S.L.,8.86,79.17,Comercial,9.344881380888948,0.5,0.5,4,6
2502,2503,Manabí,1600,Familia Soto S.A.,8.84,79.17,Comercial,9.668662721323974,0.5,0.5,3,3
2503,2504,Imbabura,1400,Fabián Santamaria Carlos S.L.L.,6.89,79.08,Comercial,8.301288144360432,0.5,0.5,6,7
2504,2505,Orellana,1500,Teófilo Villanueva Riquelme S.L.,9.9,79.08,Comercial,11.62877748549329,0.5,0.5,4,9
2505,2506,Orellana,1300,Baquero & Asociados S.Coop.,7.17,79.08,Comercial,8.577043107205068,0.5,0.5,4,2
2506,2507,Orellana,1700,Familia Serra S.L.,5.97,79.08,Comercial,7.677657042342364,0.5,0.5,4,6
2507,2508,Imbabura,1700,Fabián Santamaria Carlos S.L.L.,8.49,79.08,Comercial,9.98751416214398,0.5,0.5,6,7
2508,2509,Imbabura,1600,Hermanos Miranda S.C.P,9.04,79.08,Comercial,10.426972966547453,0.5,0.5,6,5
2509,2510,Orellana,1400,Chelo Palomar Mancebo S.A.,9.01,79.0,Comercial,10.391565194946619,0.5,0.5,4,1
2510,2511,Sucumbios,1200,Baquero & Asociados S.Coop.,5.53,79.0,Comercial,6.630580626011008,0.5,0.5,1,2
2511,2512,El Oro,1200,Familia Serra S.L.,8.51,79.0,Comercial,9.092307808735884,0.5,0.5,0,6
2512,2513,Loja,1200,Familia Serra S.L.,5.16,79.0,Comercial,6.15304335317573,0.5,0.5,2,6
2513,2514,Sucumbios,1700,Familia Serra S.L.,6.19,79.0,Comercial,7.933962363692187,0.5,0.5,1,6
2514,2515,Imbabura,1500,Chelo Palomar Mancebo S.A.,9.6,79.0,Comercial,10.924906404929553,0.5,0.5,6,1
2515,2516,Loja,1600,Chelo Palomar Mancebo S.A.,9.39,78.92,Comercial,10.976269849108467,0.5,0.5,2,1
2516,2517,Imbabura,1200,Hermanos Miranda S.C.P,7.52,78.92,Comercial,8.488112062588856,0.5,0.5,6,5
2517,2518,Zamora Chinchipe,1600,Hermanos Miranda S.C.P,9.14,78.83,Comercial,10.129081410751947,0.5,0.5,5,5
2518,2519,Manabí,1700,Chelo Palomar Mancebo S.A.,8.63,78.75,Comercial,10.151333743817164,0.5,0.5,3,1
2519,2520,Imbabura,1300,Hermanos Miranda S.C.P,9.95,78.75,Comercial,11.229544812004765,0.5,0.5,6,5
2520,2521,Sucumbios,1300,Fabián Santamaria Carlos S.L.L.,6.29,78.75,Comercial,7.866550871693928,0.5,0.5,1,7
2521,2522,Loja,1300,Goicoechea y Tapia S.L.,8.17,78.75,Comercial,9.12922738549887,0.5,0.5,2,0
2522,2523,El Oro,1700,Fabián Santamaria Carlos S.L.L.,7.11,78.75,Comercial,8.82002494254995,0.5,0.5,0,7
2523,2524,Sucumbios,1700,Baquero & Asociados S.Coop.,6.36,78.67,Comercial,7.537684770790259,0.5,0.5,1,2
2524,2525,Manabí,1500,Fabián Santamaria Carlos S.L.L.,9.88,78.67,Comercial,11.12979245808628,0.5,0.5,3,7
2525,2526,Orellana,1500,Fabián Santamaria Carlos S.L.L.,6.0,78.58,Comercial,7.548599195122915,0.5,0.5,4,7
2526,2527,Manabí,1500,Chelo Palomar Mancebo S.A.,9.28,78.58,Comercial,10.777580340318705,0.5,0.5,3,1
2527,2528,El Oro,1200,Familia Soto S.A.,5.35,78.58,Comercial,6.433038351886485,0.5,0.5,0,3
2528,2529,El Oro,1300,Teófilo Villanueva Riquelme S.L.,7.3,78.58,Comercial,8.169033780882048,0.5,0.5,0,9
2529,2530,El Oro,1600,Fabián Santamaria Carlos S.L.L.,6.13,78.58,Comercial,7.905611368790143,0.5,0.5,0,7
2530,2531,Manabí,1400,Familia Soto S.A.,5.11,78.58,Comercial,6.26207281807789,0.5,0.5,3,3
2531,2532,El Oro,1700,Comercializadora Múgica & Asociados S.Com.,7.22,78.58,Comercial,9.112127789221105,0.5,0.5,0,4
2532,2533,Loja,1700,Inmobiliaria Calderon & Asociados S.L.N.E,8.65,78.5,Comercial,10.259101779150527,0.5,0.5,2,8
2533,2534,Loja,1500,Fabián Santamaria Carlos S.L.L.,9.32,78.5,Comercial,10.70661147826029,0.5,0.5,2,7
2534,2535,Zamora Chinchipe,1400,Goicoechea y Tapia S.L.,7.39,78.5,Comercial,8.897669148860286,0.5,0.5,5,0
2535,2536,Orellana,1500,Comercializadora Múgica & Asociados S.Com.,7.47,78.42,Comercial,8.63741922142884,0.5,0.5,4,4
2536,2537,El Oro,1700,Goicoechea y Tapia S.L.,7.06,78.42,Comercial,8.853622267576046,0.5,0.5,0,0
2537,2538,El Oro,1300,Chelo Palomar Mancebo S.A.,9.48,78.33,Comercial,10.122246022295288,0.5,0.5,0,1
2538,2539,Zamora Chinchipe,1200,Goicoechea y Tapia S.L.,5.89,78.33,Comercial,7.303277578300155,0.5,0.5,5,0
2539,2540,Sucumbios,1400,Hermanos Miranda S.C.P,9.98,78.33,Comercial,10.651904906989616,0.5,0.5,1,5
2540,2541,Zamora Chinchipe,1600,Goicoechea y Tapia S.L.,6.38,78.33,Comercial,7.596645617021871,0.5,0.5,5,0
2541,2542,Zamora Chinchipe,1400,Fabián Santamaria Carlos S.L.L.,7.71,78.33,Comercial,8.590545718539472,0.5,0.5,5,7
2542,2543,Loja,1300,Baquero & Asociados S.Coop.,8.88,78.25,Comercial,10.403208760989637,0.5,0.5,2,2
2543,2544,Sucumbios,1500,Familia Serra S.L.,7.29,78.25,Comercial,8.578668754598446,0.5,0.5,1,6
2544,2545,Manabí,1400,Inmobiliaria Calderon & Asociados S.L.N.E,9.55,78.17,Comercial,10.48024502890102,0.5,0.5,3,8
2545,2546,Loja,1500,Familia Serra S.L.,7.26,78.08,Comercial,8.214265809059636,0.5,0.5,2,6
2546,2547,El Oro,1300,Inmobiliaria Calderon & Asociados S.L.N.E,7.9,78.0,Comercial,9.17889968175471,0.5,0.5,0,8
2547,2548,Orellana,1400,Familia Soto S.A.,6.34,78.0,Comercial,7.4601022825144065,0.5,0.5,4,3
2548,2549,Sucumbios,1200,Comercializadora Múgica & Asociados S.Com.,9.12,78.0,Comercial,10.153808221042606,0.5,0.5,1,4
2549,2550,Sucumbios,1200,Baquero & Asociados S.Coop.,8.92,78.0,Comercial,10.239180378239041,0.5,0.5,1,2
2550,2551,Manabí,1500,Hermanos Miranda S.C.P,7.23,78.0,Comercial,8.138047649295203,0.5,0.5,3,5
2551,2552,Manabí,1200,Hermanos Miranda S.C.P,7.72,78.0,Comercial,8.917137402503002,0.5,0.5,3,5
2552,2553,Manabí,1400,Goicoechea y Tapia S.L.,8.31,78.0,Comercial,9.346103613394458,0.5,0.5,3,0
2553,2554,Loja,1500,Inmobiliaria Calderon & Asociados S.L.N.E,7.79,78.0,Comercial,9.420311847183761,0.5,0.5,2,8
2554,2555,Manabí,1500,Familia Serra S.L.,5.65,77.92,Comercial,6.887673215489527,0.5,0.5,3,6
2555,2556,Zamora Chinchipe,1200,Familia Serra S.L.,8.11,77.92,Comercial,8.702346575894142,0.5,0.5,5,6
2556,2557,Sucumbios,1300,Familia Serra S.L.,9.91,77.92,Comercial,11.438953907765631,0.5,0.5,1,6
2557,2558,Imbabura,1200,Fabián Santamaria Carlos S.L.L.,6.73,77.83,Comercial,7.686533928364008,0.5,0.5,6,7
2558,2559,Zamora Chinchipe,1200,Teófilo Villanueva Riquelme S.L.,5.05,77.83,Comercial,5.896502274998159,0.5,0.5,5,9
2559,2560,Imbabura,1600,Familia Soto S.A.,9.46,77.83,Comercial,10.688425782715841,0.5,0.5,6,3
2560,2561,Sucumbios,1400,Familia Soto S.A.,5.89,77.67,Comercial,7.321482482802437,0.5,0.5,1,3
2561,2562,Sucumbios,1400,Teófilo Villanueva Riquelme S.L.,9.7,77.58,Comercial,11.315868972221097,0.5,0.5,1,9
2562,2563,Imbabura,1200,Comercializadora Múgica & Asociados S.Com.,6.42,77.5,Comercial,7.510873762922107,0.5,0.5,6,4
2563,2564,Zamora Chinchipe,1700,Teófilo Villanueva Riquelme S.L.,7.29,77.42,Comercial,8.742363258559362,0.5,0.5,5,9
2564,2565,Orellana,1300,Chelo Palomar Mancebo S.A.,7.0,77.33,Comercial,8.302725197845417,0.5,0.5,4,1
2565,2566,El Oro,1500,Chelo Palomar Mancebo S.A.,8.87,77.33,Comercial,9.989105193157236,0.5,0.5,0,1
2566,2567,Manabí,1300,Baquero & Asociados S.Coop.,7.77,77.33,Comercial,9.248796054396367,0.5,0.5,3,2
2567,2568,Manabí,1500,Familia Serra S.L.,5.07,77.25,Comercial,6.526574497874568,0.5,0.5,3,6
2568,2569,Imbabura,1600,Comercializadora Múgica & Asociados S.Com.,6.23,77.25,Comercial,7.438778695051286,0.5,0.5,6,4
2569,2570,Manabí,1700,Baquero & Asociados S.Coop.,7.05,77.17,Comercial,9.022600744525906,0.5,0.5,3,2
2570,2571,Imbabura,1600,Baquero & Asociados S.Coop.,7.38,77.0,Comercial,8.50989029756029,0.5,0.5,6,2
2571,2572,Manabí,1500,Inmobiliaria Calderon & Asociados S.L.N.E,6.11,76.83,Comercial,7.4335909790415595,0.5,0.5,3,8
2572,2573,Manabí,1200,Comercializadora Múgica & Asociados S.Com.,8.07,76.75,Comercial,8.86040765207965,0.5,0.5,3,4
2573,2574,Manabí,1500,Baquero & Asociados S.Coop.,9.38,76.5,Comercial,10.1628615767267,0.5,0.5,3,2
2574,2575,El Oro,1700,Inmobiliaria Calderon & Asociados S.L.N.E,9.49,76.42,Comercial,10.524606399685197,0.5,0.5,0,8
2575,2576,Imbabura,1400,Chelo Palomar Mancebo S.A.,7.31,76.33,Comercial,8.814616465629884,0.5,0.5,6,1
2576,2577,Zamora Chinchipe,1300,Inmobiliaria Calderon & Asociados S.L.N.E,5.16,76.33,Comercial,6.5873619132182855,0.5,0.5,5,8
2577,2578,Zamora Chinchipe,1200,Fabián Santamaria Carlos S.L.L.,7.49,76.25,Comercial,8.564560109893252,0.5,0.5,5,7
2578,2579,Manabí,1700,Goicoechea y Tapia S.L.,5.61,76.17,Comercial,7.259793024233008,0.5,0.5,3,0
2579,2580,Zamora Chinchipe,1600,Teófilo Villanueva Riquelme S.L.,9.36,76.17,Comercial,10.637099925173978,0.5,0.5,5,9
2580,2581,Zamora Chinchipe,1500,Comercializadora Múgica & Asociados S.Com.,9.18,76.17,Comercial,10.575914399051932,0.5,0.5,5,4
2581,2582,Manabí,1400,Hermanos Miranda S.C.P,9.58,76.08,Comercial,10.22169664869264,0.5,0.5,3,5
2582,2583,El Oro,1500,Inmobiliaria Calderon & Asociados S.L.N.E,6.26,76.0,Comercial,7.732735929040513,0.5,0.5,0,8
2583,2584,Orellana,1300,Teófilo Villanueva Riquelme S.L.,9.68,75.83,Comercial,10.928103165557255,0.5,0.5,4,9
2584,2585,Loja,1600,Comercializadora Múgica & Asociados S.Com.,7.51,75.67,Comercial,8.931189859481567,0.5,0.5,2,4
2585,2586,El Oro,1400,Teófilo Villanueva Riquelme S.L.,6.92,75.58,Comercial,7.8879265438553965,0.5,0.5,0,9
2586,2587,Zamora Chinchipe,1600,Chelo Palomar Mancebo S.A.,5.14,75.58,Comercial,6.9065559891329285,0.5,0.5,5,1
2587,2588,Sucumbios,1500,Teófilo Villanueva Riquelme S.L.,6.57,75.5,Comercial,8.199160860535557,0.5,0.5,1,9
2588,2589,Sucumbios,1600,Hermanos Miranda S.C.P,6.87,75.17,Comercial,7.99560407186425,0.5,0.5,1,5
2589,2590,Zamora Chinchipe,1500,Goicoechea y Tapia S.L.,9.91,75.17,Comercial,11.215351396628865,0.5,0.5,5,0
2590,2591,Manabí,1600,Familia Serra S.L.,8.55,75.17,Comercial,9.899334013056114,0.5,0.5,3,6
2591,2592,Orellana,1400,Goicoechea y Tapia S.L.,9.29,75.0,Comercial,10.388455696654502,0.5,0.5,4,0
2592,2593,Orellana,1600,Baquero & Asociados S.Coop.,7.59,74.92,Comercial,8.960832348081656,0.5,0.5,4,2
2593,2594,Zamora Chinchipe,1700,Familia Serra S.L.,9.8,74.83,Comercial,10.721868315413902,0.5,0.5,5,6
2594,2595,Sucumbios,1600,Familia Serra S.L.,8.69,74.75,Comercial,10.475075017812555,0.5,0.5,1,6
2595,2596,Imbabura,1200,Chelo Palomar Mancebo S.A.,5.74,74.75,Comercial,6.808864287864633,0.5,0.5,6,1
2596,2597,Manabí,1200,Goicoechea y Tapia S.L.,5.45,74.67,Comercial,6.745821564712313,0.5,0.5,3,0
2597,2598,El Oro,1200,Comercializadora Múgica & Asociados S.Com.,9.75,74.42,Comercial,10.290806445630972,0.5,0.5,0,4
2598,2599,El Oro,1500,Comercializadora Múgica & Asociados S.Com.,5.18,74.33,Comercial,6.802287293739516,0.5,0.5,0,4
2599,2600,Sucumbios,1500,Hermanos Miranda S.C.P,7.1,74.33,Comercial,8.143492257696282,0.5,0.5,1,5
2600,2601,Sucumbios,1400,Teófilo Villanueva Riquelme S.L.,8.32,74.0,Comercial,9.606313595403043,0.5,0.5,1,9
2601,2602,El Oro,1200,Fabián Santamaria Carlos S.L.L.,9.23,73.83,Comercial,9.963302106510014,0.5,0.5,0,7
2602,2603,Zamora Chinchipe,1600,Familia Serra S.L.,9.91,73.67,Comercial,11.678065069684743,0.5,0.5,5,6
2603,2604,Imbabura,1400,Familia Serra S.L.,9.47,73.5,Comercial,10.76351536401056,0.5,0.5,6,6
2604,2605,Zamora Chinchipe,1300,Fabián Santamaria Carlos S.L.L.,6.85,73.42,Comercial,8.107125475533788,0.5,0.5,5,7
2605,2606,Manabí,1600,Comercializadora Múgica & Asociados S.Com.,5.01,72.92,Comercial,6.633836814574205,0.5,0.5,3,4
2606,2607,Loja,1200,Fabián Santamaria Carlos S.L.L.,6.93,72.83,Comercial,7.606520580118272,0.5,0.5,2,7
2607,2608,Imbabura,1500,Chelo Palomar Mancebo S.A.,7.85,72.58,Comercial,9.462125187679455,0.5,0.5,6,1
2608,2609,Zamora Chinchipe,1600,Inmobiliaria Calderon & Asociados S.L.N.E,7.66,72.33,Comercial,9.15274066349104,0.5,0.5,5,8
2609,2610,Zamora Chinchipe,1600,Goicoechea y Tapia S.L.,5.83,71.75,Comercial,7.727119583492018,0.5,0.5,5,0
2610,2611,Loja,1200,Comercializadora Múgica & Asociados S.Com.,8.03,71.08,Comercial,9.277269963097181,0.5,0.5,2,4
2611,2612,Imbabura,1600,Fabián Santamaria Carlos S.L.L.,5.05,71.0,Comercial,6.538058400265063,0.5,0.5,6,7
2612,2613,Loja,1200,Teófilo Villanueva Riquelme S.L.,5.82,70.75,Comercial,6.805252051938903,0.5,0.5,2,9
2613,2614,Orellana,1600,Familia Serra S.L.,6.9,70.67,Comercial,8.532069917798728,0.5,0.5,4,6
2614,2615,Imbabura,1200,Comercializadora Múgica & Asociados S.Com.,5.58,69.33,Comercial,6.778140068259892,0.5,0.5,6,4
2615,2616,Loja,1500,Comercializadora Múgica & Asociados S.Com.,7.8,69.17,Comercial,8.873524912049469,0.5,0.5,2,4
2616,2617,Zamora Chinchipe,1300,Familia Serra S.L.,9.63,69.17,Comercial,10.155564629853394,0.5,0.5,5,6
2617,2618,Zamora Chinchipe,1700,Comercializadora Múgica & Asociados S.Com.,7.44,68.33,Comercial,9.368418554787203,0.5,0.5,5,4
2618,2619,Loja,1600,Inmobiliaria Calderon & Asociados S.L.N.E,8.07,67.92,Comercial,9.912600151426519,0.5,0.5,2,8
2619,2620,Loja,1300,Fabián Santamaria Carlos S.L.L.,9.36,63.08,Comercial,10.510298464935884,0.5,0.5,2,7
2620,2621,Manabí,1700,Comercializadora Múgica & Asociados S.Com.,5.48,59.83,Comercial,7.159280301413903,0.5,0.5,3,4
2621,2622,Orellana,1300,Comercializadora Múgica & Asociados S.Com.,6.26,0.0,Comercial,7.576849563795788,0.5,0.5,4,4
2622,2623,El Oro,1600,Teófilo Villanueva Riquelme S.L.,9.6,90.58,Excepcional,12.47803552861854,3.0,3.0,0,9
2623,2624,Loja,1600,Fabián Santamaria Carlos S.L.L.,5.07,89.92,Excelente,7.462526983268471,2.0,2.0,2,7
2624,2625,Zamora Chinchipe,1300,Hermanos Miranda S.C.P,6.65,89.75,Excelente,8.910123257589303,2.0,2.0,5,5
2625,2626,Orellana,1600,Hermanos Miranda S.C.P,6.22,89.0,Excelente,8.103307302198317,2.0,2.0,4,5
2626,2627,El Oro,1600,Baquero & Asociados S.Coop.,6.67,88.83,Excelente,9.018473279548267,2.0,2.0,0,2
2627,2628,Zamora Chinchipe,1200,Fabián Santamaria Carlos S.L.L.,8.33,88.83,Excelente,10.31595769300885,2.0,2.0,5,7
2628,2629,Loja,1400,Teófilo Villanueva Riquelme S.L.,7.58,88.75,Excelente,9.231744780843243,2.0,2.0,2,9
2629,2630,El Oro,1300,Teófilo Villanueva Riquelme S.L.,7.75,88.67,Excelente,9.60949538276915,2.0,2.0,0,9
2630,2631,Orellana,1500,Baquero & Asociados S.Coop.,6.61,88.42,Excelente,9.049491322723808,2.0,2.0,4,2
2631,2632,Manabí,1200,Fabián Santamaria Carlos S.L.L.,8.82,88.25,Excelente,10.217750002684781,2.0,2.0,3,7
2632,2633,Imbabura,1600,Goicoechea y Tapia S.L.,9.09,88.08,Excelente,11.179986213639149,2.0,2.0,6,0
2633,2634,Imbabura,1200,Familia Serra S.L.,7.87,87.92,Excelente,9.812828548836537,2.0,2.0,6,6
2634,2635,Manabí,1200,Chelo Palomar Mancebo S.A.,5.05,87.92,Excelente,7.220063763822058,2.0,2.0,3,1
2635,2636,Manabí,1600,Inmobiliaria Calderon & Asociados S.L.N.E,5.75,87.92,Excelente,8.117709181704218,2.0,2.0,3,8
2636,2637,Zamora Chinchipe,1600,Familia Serra S.L.,5.41,87.83,Excelente,7.257882720735523,2.0,2.0,5,6
2637,2638,Imbabura,1600,Inmobiliaria Calderon & Asociados S.L.N.E,6.39,87.58,Excelente,8.863203808516785,2.0,2.0,6,8
2638,2639,Zamora Chinchipe,1700,Hermanos Miranda S.C.P,5.21,87.42,Excelente,7.594865049315207,2.0,2.0,5,5
2639,2640,Imbabura,1200,Baquero & Asociados S.Coop.,5.32,87.33,Excelente,7.032674401632826,2.0,2.0,6,2
2640,2641,Zamora Chinchipe,1700,Familia Soto S.A.,8.47,87.25,Excelente,10.302912703228483,2.0,2.0,5,3
2641,2642,Imbabura,1200,Comercializadora Múgica & Asociados S.Com.,8.37,87.25,Excelente,10.214620543551673,2.0,2.0,6,4
2642,2643,Sucumbios,1500,Goicoechea y Tapia S.L.,9.26,87.25,Excelente,10.807755593567526,2.0,2.0,1,0
2643,2644,Loja,1300,Comercializadora Múgica & Asociados S.Com.,9.78,87.17,Excelente,11.881604174709823,2.0,2.0,2,4
2644,2645,Sucumbios,1500,Comercializadora Múgica & Asociados S.Com.,8.96,87.17,Excelente,10.722612304354934,2.0,2.0,1,4
2645,2646,Loja,1400,Baquero & Asociados S.Coop.,7.32,87.08,Excelente,9.696728524857681,2.0,2.0,2,2
2646,2647,Orellana,1500,Goicoechea y Tapia S.L.,9.4,87.08,Excelente,11.105546469300288,2.0,2.0,4,0
2647,2648,Zamora Chinchipe,1600,Baquero & Asociados S.Coop.,5.36,86.92,Excelente,7.911989664378222,2.0,2.0,5,2
2648,2649,Loja,1200,Baquero & Asociados S.Coop.,9.19,86.92,Excelente,10.469946516621906,2.0,2.0,2,2
2649,2650,El Oro,1600,Baquero & Asociados S.Coop.,5.82,86.83,Excelente,7.712578744167905,2.0,2.0,0,2
2650,2651,Orellana,1700,Hermanos Miranda S.C.P,6.67,86.67,Excelente,9.304341649548336,2.0,2.0,4,5
2651,2652,Loja,1400,Teófilo Villanueva Riquelme S.L.,7.7,86.58,Excelente,9.191353732305837,2.0,2.0,2,9
2652,2653,Sucumbios,1200,Goicoechea y Tapia S.L.,5.53,86.58,Excelente,7.21510903202675,2.0,2.0,1,0
2653,2654,Imbabura,1500,Inmobiliaria Calderon & Asociados S.L.N.E,6.39,86.5,Excelente,8.695470982980169,2.0,2.0,6,8
2654,2655,Zamora Chinchipe,1600,Familia Soto S.A.,9.53,86.42,Excelente,11.248197975420496,2.0,2.0,5,3
2655,2656,Orellana,1500,Inmobiliaria Calderon & Asociados S.L.N.E,5.99,86.33,Excelente,7.86571065113213,2.0,2.0,4,8
2656,2657,Sucumbios,1400,Familia Soto S.A.,7.32,86.25,Excelente,9.555182236935478,2.0,2.0,1,3
2657,2658,Imbabura,1200,Baquero & Asociados S.Coop.,9.4,86.25,Excelente,11.206200689227353,2.0,2.0,6,2
2658,2659,Imbabura,1700,Hermanos Miranda S.C.P,8.46,86.25,Excelente,10.245743262326629,2.0,2.0,6,5
2659,2660,Zamora Chinchipe,1400,Inmobiliaria Calderon & Asociados S.L.N.E,7.91,86.25,Excelente,9.713061071042755,2.0,2.0,5,8
2660,2661,Loja,1200,Familia Serra S.L.,6.04,86.25,Excelente,7.723716365210203,2.0,2.0,2,6
2661,2662,Sucumbios,1700,Teófilo Villanueva Riquelme S.L.,5.57,86.17,Excelente,7.506197520330815,2.0,2.0,1,9
2662,2663,Zamora Chinchipe,1300,Inmobiliaria Calderon & Asociados S.L.N.E,8.79,86.17,Excelente,10.611301532334279,2.0,2.0,5,8
2663,2664,Orellana,1700,Familia Serra S.L.,9.19,86.17,Excelente,11.31390830749258,2.0,2.0,4,6
2664,2665,Manabí,1400,Teófilo Villanueva Riquelme S.L.,8.47,86.17,Excelente,10.765344846550963,2.0,2.0,3,9
2665,2666,Sucumbios,1600,Teófilo Villanueva Riquelme S.L.,8.13,86.08,Excelente,10.662981938845144,2.0,2.0,1,9
